#Data contains:GPS time of week of the navigation epoch (ms),UTC [year:month:day:minute:second],fix Type[0-5],longitude[deg],latitude[deg],height[mm],rising edge sync signal,Temp[°C]#,GNSS Time [UTC],height[m]
205308000,2021:3:16:9:1:30,3,11.3833133,47.3122283,2324964,0,7.31,2021-03-16 09:01:30,2324.964
205308100,2021:3:16:9:1:30,3,11.383313,47.3122279,2324989,0,7.31,2021-03-16 09:01:30,2324.989
205308200,2021:3:16:9:1:30,3,11.3833128,47.3122281,2324925,0,7.31,2021-03-16 09:01:30,2324.925
205308300,2021:3:16:9:1:30,3,11.3833128,47.3122285,2324852,0,7.31,2021-03-16 09:01:30,2324.852
205308400,2021:3:16:9:1:30,3,11.3833126,47.3122288,2324774,0,7.31,2021-03-16 09:01:30,2324.774
205308500,2021:3:16:9:1:30,3,11.3833128,47.3122284,2324807,1,7.31,2021-03-16 09:01:30,2324.807
205308600,2021:3:16:9:1:30,3,11.3833129,47.3122287,2324759,1,7.31,2021-03-16 09:01:30,2324.759
205308700,2021:3:16:9:1:30,3,11.3833127,47.3122288,2324748,1,7.31,2021-03-16 09:01:30,2324.748
205308800,2021:3:16:9:1:30,3,11.3833127,47.3122289,2324747,1,7.31,2021-03-16 09:01:30,2324.747
205308900,2021:3:16:9:1:30,3,11.3833129,47.312229,2324709,1,7.31,2021-03-16 09:01:30,2324.709
205309000,2021:3:16:9:1:31,3,11.3833131,47.3122287,2324719,1,7.31,2021-03-16 09:01:31,2324.719
205309100,2021:3:16:9:1:31,3,11.383313,47.3122284,2324790,1,7.31,2021-03-16 09:01:31,2324.79
205309200,2021:3:16:9:1:31,3,11.3833123,47.3122283,2324978,1,7.31,2021-03-16 09:01:31,2324.978
205309300,2021:3:16:9:1:31,3,11.3833118,47.3122289,2325076,1,7.31,2021-03-16 09:01:31,2325.076
205309400,2021:3:16:9:1:31,3,11.3833122,47.3122301,2325058,1,7.31,2021-03-16 09:01:31,2325.058
205309500,2021:3:16:9:1:31,3,11.3833126,47.3122307,2324995,0,7.31,2021-03-16 09:01:31,2324.995
205309600,2021:3:16:9:1:31,3,11.3833131,47.3122303,2324975,0,7.31,2021-03-16 09:01:31,2324.975
205309700,2021:3:16:9:1:31,3,11.3833132,47.3122299,2324869,0,7.31,2021-03-16 09:01:31,2324.869
205309800,2021:3:16:9:1:31,3,11.3833138,47.3122292,2324696,0,7.31,2021-03-16 09:01:31,2324.696
205309900,2021:3:16:9:1:31,3,11.3833146,47.3122287,2324541,0,7.31,2021-03-16 09:01:31,2324.541
205310000,2021:3:16:9:1:32,3,11.3833152,47.3122279,2324398,0,7.31,2021-03-16 09:01:32,2324.398
205310100,2021:3:16:9:1:32,3,11.3833148,47.3122272,2324322,0,7.31,2021-03-16 09:01:32,2324.322
205310200,2021:3:16:9:1:32,3,11.3833146,47.3122262,2324245,0,7.31,2021-03-16 09:01:32,2324.245
205310300,2021:3:16:9:1:32,3,11.3833146,47.3122256,2324305,0,7.31,2021-03-16 09:01:32,2324.305
205310400,2021:3:16:9:1:32,3,11.3833147,47.3122249,2324333,0,7.31,2021-03-16 09:01:32,2324.333
205310500,2021:3:16:9:1:32,3,11.3833147,47.3122243,2324383,1,7.31,2021-03-16 09:01:32,2324.383
205310600,2021:3:16:9:1:32,3,11.3833146,47.3122242,2324371,1,7.25,2021-03-16 09:01:32,2324.371
205310700,2021:3:16:9:1:32,3,11.3833146,47.3122246,2324456,1,7.25,2021-03-16 09:01:32,2324.456
205310800,2021:3:16:9:1:32,3,11.3833145,47.3122252,2324641,1,7.25,2021-03-16 09:01:32,2324.641
205310900,2021:3:16:9:1:32,3,11.3833145,47.3122264,2324717,1,7.25,2021-03-16 09:01:32,2324.717
205311000,2021:3:16:9:1:33,3,11.3833144,47.3122275,2324670,1,7.25,2021-03-16 09:01:33,2324.67
205311100,2021:3:16:9:1:33,3,11.3833146,47.3122282,2324501,1,7.25,2021-03-16 09:01:33,2324.501
205311200,2021:3:16:9:1:33,3,11.3833149,47.312228,2324501,1,7.25,2021-03-16 09:01:33,2324.501
205311300,2021:3:16:9:1:33,3,11.3833156,47.3122275,2324395,1,7.31,2021-03-16 09:01:33,2324.395
205311400,2021:3:16:9:1:33,3,11.3833157,47.3122275,2324223,1,7.31,2021-03-16 09:01:33,2324.223
205311500,2021:3:16:9:1:33,3,11.3833158,47.3122277,2324151,0,7.31,2021-03-16 09:01:33,2324.151
205311600,2021:3:16:9:1:33,3,11.383316,47.312227,2324091,0,7.31,2021-03-16 09:01:33,2324.091
205311700,2021:3:16:9:1:33,3,11.3833161,47.3122271,2324056,0,7.31,2021-03-16 09:01:33,2324.056
205311800,2021:3:16:9:1:33,3,11.3833164,47.3122271,2324048,0,7.31,2021-03-16 09:01:33,2324.048
205311900,2021:3:16:9:1:33,3,11.3833168,47.3122273,2324036,0,7.31,2021-03-16 09:01:33,2324.036
205312000,2021:3:16:9:1:34,3,11.3833173,47.3122272,2324000,0,7.31,2021-03-16 09:01:34,2324.0
205312100,2021:3:16:9:1:34,3,11.3833177,47.3122276,2323960,0,7.25,2021-03-16 09:01:34,2323.96
205312200,2021:3:16:9:1:34,3,11.3833177,47.3122277,2323945,0,7.25,2021-03-16 09:01:34,2323.945
205312300,2021:3:16:9:1:34,3,11.3833177,47.3122278,2323938,0,7.25,2021-03-16 09:01:34,2323.938
205312400,2021:3:16:9:1:34,3,11.3833179,47.3122275,2323912,0,7.25,2021-03-16 09:01:34,2323.912
205312500,2021:3:16:9:1:34,3,11.383318,47.3122274,2323929,1,7.25,2021-03-16 09:01:34,2323.929
205312600,2021:3:16:9:1:34,3,11.3833181,47.3122275,2323914,1,7.25,2021-03-16 09:01:34,2323.914
205312700,2021:3:16:9:1:34,3,11.3833178,47.3122272,2323888,1,7.25,2021-03-16 09:01:34,2323.888
205312800,2021:3:16:9:1:34,3,11.3833179,47.3122271,2323867,1,7.25,2021-03-16 09:01:34,2323.867
205312900,2021:3:16:9:1:34,3,11.383318,47.312227,2323843,1,7.25,2021-03-16 09:01:34,2323.843
205313000,2021:3:16:9:1:35,3,11.3833181,47.312227,2323843,1,7.25,2021-03-16 09:01:35,2323.843
205313100,2021:3:16:9:1:35,3,11.3833181,47.3122266,2323854,1,7.25,2021-03-16 09:01:35,2323.854
205313200,2021:3:16:9:1:35,3,11.383318,47.3122264,2323816,1,7.25,2021-03-16 09:01:35,2323.816
205313300,2021:3:16:9:1:35,3,11.3833177,47.3122267,2323787,1,7.25,2021-03-16 09:01:35,2323.787
205313400,2021:3:16:9:1:35,3,11.3833177,47.3122269,2323746,1,7.25,2021-03-16 09:01:35,2323.746
205313500,2021:3:16:9:1:35,3,11.3833176,47.3122276,2323670,0,7.25,2021-03-16 09:01:35,2323.67
205313600,2021:3:16:9:1:35,3,11.3833171,47.312228,2323621,0,7.19,2021-03-16 09:01:35,2323.621
205313700,2021:3:16:9:1:35,3,11.383317,47.3122279,2323633,0,7.19,2021-03-16 09:01:35,2323.633
205313800,2021:3:16:9:1:35,3,11.3833169,47.3122279,2323633,0,7.19,2021-03-16 09:01:35,2323.633
205313900,2021:3:16:9:1:35,3,11.3833169,47.3122278,2323669,0,7.19,2021-03-16 09:01:35,2323.669
205314000,2021:3:16:9:1:36,3,11.3833168,47.3122282,2323688,0,7.19,2021-03-16 09:01:36,2323.688
205314100,2021:3:16:9:1:36,3,11.3833166,47.3122289,2323675,0,7.19,2021-03-16 09:01:36,2323.675
205314200,2021:3:16:9:1:36,3,11.3833166,47.3122291,2323786,0,7.19,2021-03-16 09:01:36,2323.786
205314300,2021:3:16:9:1:36,3,11.3833162,47.3122295,2323830,0,7.12,2021-03-16 09:01:36,2323.83
205314400,2021:3:16:9:1:36,3,11.3833161,47.3122291,2323876,0,7.12,2021-03-16 09:01:36,2323.876
205314500,2021:3:16:9:1:36,3,11.3833158,47.3122291,2323904,1,7.12,2021-03-16 09:01:36,2323.904
205314600,2021:3:16:9:1:36,3,11.3833154,47.3122293,2323954,1,7.12,2021-03-16 09:01:36,2323.954
205314700,2021:3:16:9:1:36,3,11.3833155,47.312229,2323999,1,7.12,2021-03-16 09:01:36,2323.999
205314800,2021:3:16:9:1:36,3,11.3833157,47.3122286,2324028,1,7.12,2021-03-16 09:01:36,2324.028
205314900,2021:3:16:9:1:36,3,11.3833156,47.3122284,2324065,1,7.12,2021-03-16 09:01:36,2324.065
205315000,2021:3:16:9:1:37,3,11.3833156,47.3122284,2324105,1,7.12,2021-03-16 09:01:37,2324.105
205315100,2021:3:16:9:1:37,3,11.3833156,47.3122281,2324140,1,7.06,2021-03-16 09:01:37,2324.14
205315200,2021:3:16:9:1:37,3,11.3833156,47.3122282,2324155,1,7.06,2021-03-16 09:01:37,2324.155
205315300,2021:3:16:9:1:37,3,11.3833155,47.3122281,2324198,1,7.06,2021-03-16 09:01:37,2324.198
205315400,2021:3:16:9:1:37,3,11.3833155,47.3122279,2324210,1,7.06,2021-03-16 09:01:37,2324.21
205315500,2021:3:16:9:1:37,3,11.3833156,47.3122282,2324220,0,7.06,2021-03-16 09:01:37,2324.22
205315600,2021:3:16:9:1:37,3,11.3833155,47.312228,2324233,0,7.06,2021-03-16 09:01:37,2324.233
205315700,2021:3:16:9:1:37,3,11.3833157,47.312228,2324243,0,7.06,2021-03-16 09:01:37,2324.243
205315800,2021:3:16:9:1:37,3,11.3833158,47.3122279,2324262,0,7.06,2021-03-16 09:01:37,2324.262
205315900,2021:3:16:9:1:37,3,11.383316,47.3122277,2324270,0,7.06,2021-03-16 09:01:37,2324.27
205316000,2021:3:16:9:1:38,3,11.3833164,47.3122279,2324261,0,7.06,2021-03-16 09:01:38,2324.261
205316100,2021:3:16:9:1:38,3,11.3833167,47.3122279,2324222,0,7.06,2021-03-16 09:01:38,2324.222
205316200,2021:3:16:9:1:38,3,11.3833171,47.3122278,2324221,0,7.06,2021-03-16 09:01:38,2324.221
205316300,2021:3:16:9:1:38,3,11.3833173,47.3122276,2324214,0,7.06,2021-03-16 09:01:38,2324.214
205316400,2021:3:16:9:1:38,3,11.3833175,47.3122276,2324239,0,7.06,2021-03-16 09:01:38,2324.239
205316500,2021:3:16:9:1:38,3,11.3833178,47.3122276,2324213,1,7.06,2021-03-16 09:01:38,2324.213
205316600,2021:3:16:9:1:38,3,11.3833181,47.3122277,2324214,1,7.0,2021-03-16 09:01:38,2324.214
205316700,2021:3:16:9:1:38,3,11.3833182,47.3122275,2324226,1,7.0,2021-03-16 09:01:38,2324.226
205316800,2021:3:16:9:1:38,3,11.3833183,47.3122276,2324237,1,7.0,2021-03-16 09:01:38,2324.237
205316900,2021:3:16:9:1:38,3,11.3833186,47.3122276,2324238,1,7.0,2021-03-16 09:01:38,2324.238
205317000,2021:3:16:9:1:39,3,11.3833188,47.3122277,2324241,1,7.0,2021-03-16 09:01:39,2324.241
205317100,2021:3:16:9:1:39,3,11.3833193,47.3122277,2324215,1,7.0,2021-03-16 09:01:39,2324.215
205317200,2021:3:16:9:1:39,3,11.3833194,47.3122279,2324173,1,7.0,2021-03-16 09:01:39,2324.173
205317300,2021:3:16:9:1:39,3,11.3833196,47.3122277,2324194,1,6.94,2021-03-16 09:01:39,2324.194
205317400,2021:3:16:9:1:39,3,11.38332,47.3122276,2324201,1,6.94,2021-03-16 09:01:39,2324.201
205317500,2021:3:16:9:1:39,3,11.3833199,47.3122274,2324219,0,6.94,2021-03-16 09:01:39,2324.219
205317600,2021:3:16:9:1:39,3,11.38332,47.3122274,2324255,0,6.94,2021-03-16 09:01:39,2324.255
205317700,2021:3:16:9:1:39,3,11.3833203,47.3122272,2324248,0,6.94,2021-03-16 09:01:39,2324.248
205317800,2021:3:16:9:1:39,3,11.3833203,47.3122273,2324235,0,6.94,2021-03-16 09:01:39,2324.235
205317900,2021:3:16:9:1:39,3,11.3833204,47.3122273,2324238,0,6.94,2021-03-16 09:01:39,2324.238
205318000,2021:3:16:9:1:40,3,11.3833202,47.3122273,2324251,0,6.94,2021-03-16 09:01:40,2324.251
205318100,2021:3:16:9:1:40,3,11.3833201,47.312227,2324288,0,6.94,2021-03-16 09:01:40,2324.288
205318200,2021:3:16:9:1:40,3,11.38332,47.3122269,2324304,0,6.94,2021-03-16 09:01:40,2324.304
205318300,2021:3:16:9:1:40,3,11.38332,47.3122269,2324310,0,6.94,2021-03-16 09:01:40,2324.31
205318400,2021:3:16:9:1:40,3,11.38332,47.3122267,2324319,0,6.94,2021-03-16 09:01:40,2324.319
205318500,2021:3:16:9:1:40,3,11.38332,47.3122264,2324323,1,6.94,2021-03-16 09:01:40,2324.323
205318600,2021:3:16:9:1:40,3,11.38332,47.3122263,2324351,1,6.94,2021-03-16 09:01:40,2324.351
205318700,2021:3:16:9:1:40,3,11.38332,47.3122261,2324366,1,6.94,2021-03-16 09:01:40,2324.366
205318800,2021:3:16:9:1:40,3,11.38332,47.3122259,2324370,1,6.87,2021-03-16 09:01:40,2324.37
205318900,2021:3:16:9:1:40,3,11.3833201,47.3122259,2324378,1,6.87,2021-03-16 09:01:40,2324.378
205319000,2021:3:16:9:1:41,3,11.3833201,47.3122257,2324383,1,6.87,2021-03-16 09:01:41,2324.383
205319100,2021:3:16:9:1:41,3,11.38332,47.3122256,2324401,1,6.87,2021-03-16 09:01:41,2324.401
205319200,2021:3:16:9:1:41,3,11.3833203,47.3122254,2324385,1,6.87,2021-03-16 09:01:41,2324.385
205319300,2021:3:16:9:1:41,3,11.3833202,47.3122253,2324405,1,6.87,2021-03-16 09:01:41,2324.405
205319400,2021:3:16:9:1:41,3,11.3833204,47.3122253,2324400,1,6.87,2021-03-16 09:01:41,2324.4
205319500,2021:3:16:9:1:41,3,11.3833204,47.3122252,2324426,0,6.87,2021-03-16 09:01:41,2324.426
205319600,2021:3:16:9:1:41,3,11.3833201,47.312225,2324441,0,6.87,2021-03-16 09:01:41,2324.441
205319700,2021:3:16:9:1:41,3,11.3833201,47.3122249,2324453,0,6.87,2021-03-16 09:01:41,2324.453
205319800,2021:3:16:9:1:41,3,11.3833202,47.3122249,2324437,0,6.87,2021-03-16 09:01:41,2324.437
205319900,2021:3:16:9:1:41,3,11.3833201,47.3122249,2324463,0,6.87,2021-03-16 09:01:41,2324.463
205320000,2021:3:16:9:1:42,3,11.3833201,47.3122248,2324472,0,6.87,2021-03-16 09:01:42,2324.472
205320100,2021:3:16:9:1:42,3,11.3833201,47.3122247,2324463,0,6.87,2021-03-16 09:01:42,2324.463
205320200,2021:3:16:9:1:42,3,11.38332,47.3122247,2324480,0,6.87,2021-03-16 09:01:42,2324.48
205320300,2021:3:16:9:1:42,3,11.38332,47.3122247,2324481,0,6.87,2021-03-16 09:01:42,2324.481
205320400,2021:3:16:9:1:42,3,11.38332,47.3122245,2324480,0,6.87,2021-03-16 09:01:42,2324.48
205320500,2021:3:16:9:1:42,3,11.3833201,47.3122243,2324493,1,6.87,2021-03-16 09:01:42,2324.493
205320600,2021:3:16:9:1:42,3,11.3833201,47.3122242,2324505,1,6.87,2021-03-16 09:01:42,2324.505
205320700,2021:3:16:9:1:42,3,11.3833202,47.312224,2324500,1,6.87,2021-03-16 09:01:42,2324.5
205320800,2021:3:16:9:1:42,3,11.3833201,47.3122237,2324538,1,6.87,2021-03-16 09:01:42,2324.538
205320900,2021:3:16:9:1:42,3,11.3833202,47.3122236,2324567,1,6.87,2021-03-16 09:01:42,2324.567
205321000,2021:3:16:9:1:43,3,11.3833202,47.3122234,2324585,1,6.87,2021-03-16 09:01:43,2324.585
205321100,2021:3:16:9:1:43,3,11.3833202,47.3122231,2324577,1,6.81,2021-03-16 09:01:43,2324.577
205321200,2021:3:16:9:1:43,3,11.3833204,47.3122229,2324598,1,6.81,2021-03-16 09:01:43,2324.598
205321300,2021:3:16:9:1:43,3,11.3833205,47.3122228,2324603,1,6.81,2021-03-16 09:01:43,2324.603
205321400,2021:3:16:9:1:43,3,11.3833206,47.3122226,2324604,1,6.81,2021-03-16 09:01:43,2324.604
205321500,2021:3:16:9:1:43,3,11.3833208,47.3122224,2324624,0,6.81,2021-03-16 09:01:43,2324.624
205321600,2021:3:16:9:1:43,3,11.3833208,47.3122222,2324647,0,6.81,2021-03-16 09:01:43,2324.647
205321700,2021:3:16:9:1:43,3,11.3833208,47.312222,2324659,0,6.81,2021-03-16 09:01:43,2324.659
205321800,2021:3:16:9:1:43,3,11.3833208,47.3122219,2324672,0,6.81,2021-03-16 09:01:43,2324.672
205321900,2021:3:16:9:1:43,3,11.3833209,47.3122218,2324681,0,6.81,2021-03-16 09:01:43,2324.681
205322000,2021:3:16:9:1:44,3,11.3833212,47.3122215,2324684,0,6.81,2021-03-16 09:01:44,2324.684
205322100,2021:3:16:9:1:44,3,11.3833211,47.3122213,2324712,0,6.81,2021-03-16 09:01:44,2324.712
205322200,2021:3:16:9:1:44,3,11.3833212,47.3122212,2324713,0,6.81,2021-03-16 09:01:44,2324.713
205322300,2021:3:16:9:1:44,3,11.3833211,47.312221,2324744,0,6.81,2021-03-16 09:01:44,2324.744
205322400,2021:3:16:9:1:44,3,11.3833212,47.3122209,2324752,0,6.81,2021-03-16 09:01:44,2324.752
205322500,2021:3:16:9:1:44,3,11.3833211,47.3122208,2324782,1,6.81,2021-03-16 09:01:44,2324.782
205322600,2021:3:16:9:1:44,3,11.383321,47.3122207,2324811,1,6.81,2021-03-16 09:01:44,2324.811
205322700,2021:3:16:9:1:44,3,11.3833211,47.3122206,2324813,1,6.81,2021-03-16 09:01:44,2324.813
205322800,2021:3:16:9:1:44,3,11.3833211,47.3122205,2324847,1,6.81,2021-03-16 09:01:44,2324.847
205322900,2021:3:16:9:1:44,3,11.3833212,47.3122204,2324845,1,6.81,2021-03-16 09:01:44,2324.845
205323000,2021:3:16:9:1:45,3,11.3833211,47.3122202,2324889,1,6.81,2021-03-16 09:01:45,2324.889
205323100,2021:3:16:9:1:45,3,11.3833212,47.31222,2324887,1,6.81,2021-03-16 09:01:45,2324.887
205323200,2021:3:16:9:1:45,3,11.3833212,47.3122199,2324917,1,6.81,2021-03-16 09:01:45,2324.917
205323300,2021:3:16:9:1:45,3,11.3833212,47.3122197,2324953,1,6.81,2021-03-16 09:01:45,2324.953
205323400,2021:3:16:9:1:45,3,11.3833213,47.3122194,2324949,1,6.81,2021-03-16 09:01:45,2324.949
205323500,2021:3:16:9:1:45,3,11.3833213,47.3122193,2324974,0,6.81,2021-03-16 09:01:45,2324.974
205323600,2021:3:16:9:1:45,3,11.3833214,47.3122191,2324983,0,6.81,2021-03-16 09:01:45,2324.983
205323700,2021:3:16:9:1:45,3,11.3833215,47.3122189,2325001,0,6.81,2021-03-16 09:01:45,2325.001
205323800,2021:3:16:9:1:45,3,11.3833215,47.3122187,2324998,0,6.81,2021-03-16 09:01:45,2324.998
205323900,2021:3:16:9:1:45,3,11.3833215,47.3122185,2325039,0,6.81,2021-03-16 09:01:45,2325.039
205324000,2021:3:16:9:1:46,3,11.3833217,47.3122183,2325037,0,6.81,2021-03-16 09:01:46,2325.037
205324100,2021:3:16:9:1:46,3,11.3833218,47.312218,2325051,0,6.75,2021-03-16 09:01:46,2325.051
205324200,2021:3:16:9:1:46,3,11.3833217,47.3122179,2325092,0,6.75,2021-03-16 09:01:46,2325.092
205324300,2021:3:16:9:1:46,3,11.3833217,47.3122177,2325120,0,6.75,2021-03-16 09:01:46,2325.12
205324400,2021:3:16:9:1:46,3,11.3833219,47.3122176,2325121,0,6.75,2021-03-16 09:01:46,2325.121
205324500,2021:3:16:9:1:46,3,11.3833217,47.3122174,2325153,1,6.75,2021-03-16 09:01:46,2325.153
205324600,2021:3:16:9:1:46,3,11.3833217,47.3122173,2325168,1,6.75,2021-03-16 09:01:46,2325.168
205324700,2021:3:16:9:1:46,3,11.3833217,47.3122171,2325171,1,6.75,2021-03-16 09:01:46,2325.171
205324800,2021:3:16:9:1:46,3,11.3833218,47.312217,2325200,1,6.75,2021-03-16 09:01:46,2325.2
205324900,2021:3:16:9:1:46,3,11.3833219,47.3122169,2325198,1,6.75,2021-03-16 09:01:46,2325.198
205325000,2021:3:16:9:1:47,3,11.3833218,47.3122167,2325223,1,6.75,2021-03-16 09:01:47,2325.223
205325100,2021:3:16:9:1:47,3,11.3833217,47.3122165,2325241,1,6.75,2021-03-16 09:01:47,2325.241
205325200,2021:3:16:9:1:47,3,11.3833219,47.3122163,2325251,1,6.75,2021-03-16 09:01:47,2325.251
205325300,2021:3:16:9:1:47,3,11.3833218,47.3122162,2325278,1,6.75,2021-03-16 09:01:47,2325.278
205325400,2021:3:16:9:1:47,3,11.3833218,47.3122161,2325292,1,6.75,2021-03-16 09:01:47,2325.292
205325500,2021:3:16:9:1:47,3,11.3833218,47.312216,2325306,0,6.75,2021-03-16 09:01:47,2325.306
205325600,2021:3:16:9:1:47,3,11.3833217,47.3122157,2325324,0,6.75,2021-03-16 09:01:47,2325.324
205325700,2021:3:16:9:1:47,3,11.3833218,47.3122157,2325344,0,6.75,2021-03-16 09:01:47,2325.344
205325800,2021:3:16:9:1:47,3,11.3833219,47.3122156,2325348,0,6.75,2021-03-16 09:01:47,2325.348
205325900,2021:3:16:9:1:47,3,11.3833218,47.3122155,2325370,0,6.75,2021-03-16 09:01:47,2325.37
205326000,2021:3:16:9:1:48,3,11.3833219,47.3122153,2325398,0,6.75,2021-03-16 09:01:48,2325.398
205326100,2021:3:16:9:1:48,3,11.3833218,47.3122152,2325429,0,6.75,2021-03-16 09:01:48,2325.429
205326200,2021:3:16:9:1:48,3,11.3833217,47.3122151,2325439,0,6.75,2021-03-16 09:01:48,2325.439
205326300,2021:3:16:9:1:48,3,11.3833219,47.3122149,2325456,0,6.75,2021-03-16 09:01:48,2325.456
205326400,2021:3:16:9:1:48,3,11.3833219,47.3122147,2325463,0,6.75,2021-03-16 09:01:48,2325.463
205326500,2021:3:16:9:1:48,3,11.3833218,47.3122149,2325488,1,6.75,2021-03-16 09:01:48,2325.488
205326600,2021:3:16:9:1:48,3,11.3833218,47.3122147,2325493,1,6.75,2021-03-16 09:01:48,2325.493
205326700,2021:3:16:9:1:48,3,11.3833217,47.3122147,2325508,1,6.75,2021-03-16 09:01:48,2325.508
205326800,2021:3:16:9:1:48,3,11.3833217,47.3122148,2325508,1,6.75,2021-03-16 09:01:48,2325.508
205326900,2021:3:16:9:1:48,3,11.3833215,47.3122147,2325511,1,6.75,2021-03-16 09:01:48,2325.511
205327000,2021:3:16:9:1:49,3,11.3833214,47.3122146,2325526,1,6.75,2021-03-16 09:01:49,2325.526
205327100,2021:3:16:9:1:49,3,11.3833213,47.3122145,2325526,1,6.75,2021-03-16 09:01:49,2325.526
205327200,2021:3:16:9:1:49,3,11.3833212,47.3122144,2325552,1,6.75,2021-03-16 09:01:49,2325.552
205327300,2021:3:16:9:1:49,3,11.3833209,47.3122143,2325535,1,6.75,2021-03-16 09:01:49,2325.535
205327400,2021:3:16:9:1:49,3,11.3833207,47.3122143,2325580,1,6.75,2021-03-16 09:01:49,2325.58
205327500,2021:3:16:9:1:49,3,11.3833204,47.3122143,2325593,0,6.75,2021-03-16 09:01:49,2325.593
205327600,2021:3:16:9:1:49,3,11.3833201,47.3122142,2325622,0,6.75,2021-03-16 09:01:49,2325.622
205327700,2021:3:16:9:1:49,3,11.3833202,47.3122142,2325627,0,6.75,2021-03-16 09:01:49,2325.627
205327800,2021:3:16:9:1:49,3,11.3833198,47.3122141,2325666,0,6.69,2021-03-16 09:01:49,2325.666
205327900,2021:3:16:9:1:49,3,11.3833196,47.312214,2325676,0,6.69,2021-03-16 09:01:49,2325.676
205328000,2021:3:16:9:1:50,3,11.3833195,47.3122139,2325688,0,6.69,2021-03-16 09:01:50,2325.688
205328100,2021:3:16:9:1:50,3,11.3833193,47.3122138,2325716,0,6.69,2021-03-16 09:01:50,2325.716
205328200,2021:3:16:9:1:50,3,11.3833193,47.3122139,2325712,0,6.69,2021-03-16 09:01:50,2325.712
205328300,2021:3:16:9:1:50,3,11.3833192,47.3122139,2325720,0,6.69,2021-03-16 09:01:50,2325.72
205328400,2021:3:16:9:1:50,3,11.3833192,47.3122137,2325722,0,6.69,2021-03-16 09:01:50,2325.722
205328500,2021:3:16:9:1:50,3,11.3833193,47.3122136,2325715,1,6.69,2021-03-16 09:01:50,2325.715
205328600,2021:3:16:9:1:50,3,11.3833192,47.3122136,2325728,1,6.69,2021-03-16 09:01:50,2325.728
205328700,2021:3:16:9:1:50,3,11.383319,47.3122134,2325751,1,6.69,2021-03-16 09:01:50,2325.751
205328800,2021:3:16:9:1:50,3,11.3833192,47.3122136,2325752,1,6.69,2021-03-16 09:01:50,2325.752
205328900,2021:3:16:9:1:50,3,11.3833192,47.3122133,2325739,1,6.69,2021-03-16 09:01:50,2325.739
205329000,2021:3:16:9:1:51,3,11.3833192,47.3122131,2325723,1,6.69,2021-03-16 09:01:51,2325.723
205329100,2021:3:16:9:1:51,3,11.3833193,47.312213,2325716,1,6.69,2021-03-16 09:01:51,2325.716
205329200,2021:3:16:9:1:51,3,11.3833194,47.3122129,2325693,1,6.69,2021-03-16 09:01:51,2325.693
205329300,2021:3:16:9:1:51,3,11.383319,47.3122128,2325764,1,6.69,2021-03-16 09:01:51,2325.764
205329400,2021:3:16:9:1:51,3,11.3833186,47.3122126,2325821,1,6.69,2021-03-16 09:01:51,2325.821
205329500,2021:3:16:9:1:51,3,11.3833187,47.3122127,2325822,0,6.69,2021-03-16 09:01:51,2325.822
205329600,2021:3:16:9:1:51,3,11.383319,47.3122127,2325826,0,6.69,2021-03-16 09:01:51,2325.826
205329700,2021:3:16:9:1:51,3,11.383319,47.3122125,2325818,0,6.69,2021-03-16 09:01:51,2325.818
205329800,2021:3:16:9:1:51,3,11.3833186,47.3122122,2325830,0,6.69,2021-03-16 09:01:51,2325.83
205329900,2021:3:16:9:1:51,3,11.3833183,47.312212,2325860,0,6.69,2021-03-16 09:01:51,2325.86
205330000,2021:3:16:9:1:52,3,11.3833181,47.3122119,2325874,0,6.69,2021-03-16 09:01:52,2325.874
205330100,2021:3:16:9:1:52,3,11.3833183,47.3122116,2325910,0,6.69,2021-03-16 09:01:52,2325.91
205330200,2021:3:16:9:1:52,3,11.3833179,47.3122117,2325946,0,6.69,2021-03-16 09:01:52,2325.946
205330300,2021:3:16:9:1:52,3,11.3833176,47.3122117,2325945,0,6.69,2021-03-16 09:01:52,2325.945
205330400,2021:3:16:9:1:52,3,11.3833177,47.3122117,2325932,0,6.69,2021-03-16 09:01:52,2325.932
205330500,2021:3:16:9:1:52,3,11.3833174,47.3122114,2325947,1,6.69,2021-03-16 09:01:52,2325.947
205330600,2021:3:16:9:1:52,3,11.3833171,47.3122114,2325988,1,6.69,2021-03-16 09:01:52,2325.988
205330700,2021:3:16:9:1:52,3,11.3833165,47.3122116,2326087,1,6.69,2021-03-16 09:01:52,2326.087
205330800,2021:3:16:9:1:52,3,11.3833153,47.3122117,2326290,1,6.69,2021-03-16 09:01:52,2326.29
205330900,2021:3:16:9:1:52,3,11.3833145,47.3122122,2326316,1,6.69,2021-03-16 09:01:52,2326.316
205331000,2021:3:16:9:1:53,3,11.3833144,47.3122126,2326298,1,6.69,2021-03-16 09:01:53,2326.298
205331100,2021:3:16:9:1:53,3,11.3833145,47.3122125,2326276,1,6.69,2021-03-16 09:01:53,2326.276
205331200,2021:3:16:9:1:53,3,11.3833147,47.3122119,2326229,1,6.69,2021-03-16 09:01:53,2326.229
205331300,2021:3:16:9:1:53,3,11.3833157,47.3122119,2326111,1,6.69,2021-03-16 09:01:53,2326.111
205331400,2021:3:16:9:1:53,3,11.3833157,47.3122117,2326086,1,6.69,2021-03-16 09:01:53,2326.086
205331500,2021:3:16:9:1:53,3,11.383316,47.3122107,2325948,0,6.69,2021-03-16 09:01:53,2325.948
