#Data contains: GPS time of week of the navigation epoch (ms),UTC [year:month:day:minute:second],fix Type[0-5],longitude[deg],latitude[deg],height[mm],sync signal [ms],Temp [°C]#,GNSS Time [UTC],height[m]
114746900,2021:3:15:7:52:8,3,11.3821579,47.3094531,2107044,1,7.94,2021-03-15 07:52:08,2107.044
114747000,2021:3:15:7:52:9,3,11.3821579,47.3094537,2106934,1,7.94,2021-03-15 07:52:09,2106.934
114747100,2021:3:15:7:52:9,3,11.3821576,47.3094541,2106820,1,7.94,2021-03-15 07:52:09,2106.82
114747200,2021:3:15:7:52:9,3,11.3821574,47.3094545,2106726,0,8.0,2021-03-15 07:52:09,2106.726
114747300,2021:3:15:7:52:9,3,11.3821574,47.3094549,2106634,0,8.0,2021-03-15 07:52:09,2106.634
114747400,2021:3:15:7:52:9,3,11.3821575,47.3094553,2106537,0,8.0,2021-03-15 07:52:09,2106.537
114747500,2021:3:15:7:52:9,3,11.3821571,47.3094557,2106443,0,8.0,2021-03-15 07:52:09,2106.443
114747600,2021:3:15:7:52:9,3,11.3821571,47.309456,2106379,0,8.0,2021-03-15 07:52:09,2106.379
114747700,2021:3:15:7:52:9,3,11.3821569,47.3094564,2106305,0,8.0,2021-03-15 07:52:09,2106.305
114747800,2021:3:15:7:52:9,3,11.382157,47.3094566,2106227,0,8.0,2021-03-15 07:52:09,2106.227
114747900,2021:3:15:7:52:9,3,11.3821568,47.3094571,2106162,0,7.94,2021-03-15 07:52:09,2106.162
114748000,2021:3:15:7:52:10,3,11.3821567,47.3094575,2106070,0,7.94,2021-03-15 07:52:10,2106.07
114748100,2021:3:15:7:52:10,3,11.3821567,47.3094577,2106007,0,7.94,2021-03-15 07:52:10,2106.007
114748200,2021:3:15:7:52:10,3,11.3821564,47.3094582,2105924,1,7.94,2021-03-15 07:52:10,2105.924
114748300,2021:3:15:7:52:10,3,11.3821565,47.3094583,2105869,1,7.94,2021-03-15 07:52:10,2105.869
114748400,2021:3:15:7:52:10,3,11.3821565,47.3094586,2105804,1,7.94,2021-03-15 07:52:10,2105.804
114748500,2021:3:15:7:52:10,3,11.3821564,47.3094587,2105764,1,7.94,2021-03-15 07:52:10,2105.764
114748600,2021:3:15:7:52:10,3,11.3821562,47.309459,2105695,1,7.94,2021-03-15 07:52:10,2105.695
114748700,2021:3:15:7:52:10,3,11.3821561,47.3094594,2105635,1,8.0,2021-03-15 07:52:10,2105.635
114748800,2021:3:15:7:52:10,3,11.3821559,47.3094596,2105581,1,8.0,2021-03-15 07:52:10,2105.581
114748900,2021:3:15:7:52:10,3,11.3821557,47.3094598,2105526,1,8.0,2021-03-15 07:52:10,2105.526
114749000,2021:3:15:7:52:11,3,11.3821556,47.3094601,2105448,1,8.0,2021-03-15 07:52:11,2105.448
114749100,2021:3:15:7:52:11,3,11.3821556,47.3094605,2105398,1,8.0,2021-03-15 07:52:11,2105.398
114749200,2021:3:15:7:52:11,3,11.3821552,47.3094606,2105345,0,8.0,2021-03-15 07:52:11,2105.345
114749300,2021:3:15:7:52:11,3,11.3821553,47.3094609,2105306,0,8.0,2021-03-15 07:52:11,2105.306
114749400,2021:3:15:7:52:11,3,11.3821551,47.309461,2105260,0,8.0,2021-03-15 07:52:11,2105.26
114749500,2021:3:15:7:52:11,3,11.3821548,47.3094615,2105176,0,8.0,2021-03-15 07:52:11,2105.176
114749600,2021:3:15:7:52:11,3,11.3821547,47.3094617,2105127,0,8.0,2021-03-15 07:52:11,2105.127
114749700,2021:3:15:7:52:11,3,11.3821544,47.3094621,2105070,0,8.0,2021-03-15 07:52:11,2105.07
114749800,2021:3:15:7:52:11,3,11.3821543,47.3094623,2105028,0,8.0,2021-03-15 07:52:11,2105.028
114749900,2021:3:15:7:52:11,3,11.3821542,47.3094625,2104981,0,8.0,2021-03-15 07:52:11,2104.981
114750000,2021:3:15:7:52:12,3,11.382154,47.3094628,2104896,0,8.0,2021-03-15 07:52:12,2104.896
114750100,2021:3:15:7:52:12,3,11.3821539,47.3094632,2104852,0,8.0,2021-03-15 07:52:12,2104.852
114750200,2021:3:15:7:52:12,3,11.3821535,47.3094633,2104797,1,8.0,2021-03-15 07:52:12,2104.797
114750300,2021:3:15:7:52:12,3,11.3821535,47.3094636,2104742,1,8.0,2021-03-15 07:52:12,2104.742
114750400,2021:3:15:7:52:12,3,11.3821533,47.3094638,2104731,1,8.0,2021-03-15 07:52:12,2104.731
114750500,2021:3:15:7:52:12,3,11.382153,47.3094642,2104653,1,8.0,2021-03-15 07:52:12,2104.653
114750600,2021:3:15:7:52:12,3,11.382153,47.3094644,2104620,1,8.0,2021-03-15 07:52:12,2104.62
114750700,2021:3:15:7:52:12,3,11.3821531,47.3094644,2104628,1,8.0,2021-03-15 07:52:12,2104.628
114750800,2021:3:15:7:52:12,3,11.3821527,47.3094649,2104558,1,8.0,2021-03-15 07:52:12,2104.558
114750900,2021:3:15:7:52:12,3,11.3821529,47.3094651,2104510,1,8.0,2021-03-15 07:52:12,2104.51
114751000,2021:3:15:7:52:13,3,11.3821528,47.3094652,2104501,1,8.0,2021-03-15 07:52:13,2104.501
114751100,2021:3:15:7:52:13,3,11.3821525,47.3094656,2104442,1,8.0,2021-03-15 07:52:13,2104.442
114751200,2021:3:15:7:52:13,3,11.3821526,47.3094658,2104417,0,8.0,2021-03-15 07:52:13,2104.417
114751300,2021:3:15:7:52:13,3,11.3821525,47.309466,2104363,0,8.0,2021-03-15 07:52:13,2104.363
114751400,2021:3:15:7:52:13,3,11.3821528,47.309466,2104368,0,8.0,2021-03-15 07:52:13,2104.368
114751500,2021:3:15:7:52:13,3,11.3821526,47.3094662,2104321,0,8.0,2021-03-15 07:52:13,2104.321
114751600,2021:3:15:7:52:13,3,11.3821525,47.3094668,2104235,0,8.0,2021-03-15 07:52:13,2104.235
114751700,2021:3:15:7:52:13,3,11.3821524,47.3094669,2104211,0,8.0,2021-03-15 07:52:13,2104.211
114751800,2021:3:15:7:52:13,3,11.3821523,47.3094672,2104195,0,8.0,2021-03-15 07:52:13,2104.195
114751900,2021:3:15:7:52:13,3,11.3821522,47.3094674,2104160,0,8.0,2021-03-15 07:52:13,2104.16
114752000,2021:3:15:7:52:14,3,11.382152,47.3094675,2104134,0,8.0,2021-03-15 07:52:14,2104.134
114752100,2021:3:15:7:52:14,3,11.3821519,47.3094677,2104092,0,8.0,2021-03-15 07:52:14,2104.092
114752200,2021:3:15:7:52:14,3,11.3821518,47.309468,2104043,1,8.0,2021-03-15 07:52:14,2104.043
114752300,2021:3:15:7:52:14,3,11.3821516,47.3094682,2104019,1,8.0,2021-03-15 07:52:14,2104.019
114752400,2021:3:15:7:52:14,3,11.3821514,47.3094683,2103990,1,8.0,2021-03-15 07:52:14,2103.99
114752500,2021:3:15:7:52:14,3,11.3821516,47.3094682,2103998,1,8.0,2021-03-15 07:52:14,2103.998
114752600,2021:3:15:7:52:14,3,11.3821511,47.3094688,2103884,1,8.0,2021-03-15 07:52:14,2103.884
114752700,2021:3:15:7:52:14,3,11.3821511,47.3094689,2103880,1,8.0,2021-03-15 07:52:14,2103.88
114752800,2021:3:15:7:52:14,3,11.382151,47.309469,2103855,1,8.0,2021-03-15 07:52:14,2103.855
114752900,2021:3:15:7:52:14,3,11.3821509,47.3094692,2103826,1,8.0,2021-03-15 07:52:14,2103.826
114753000,2021:3:15:7:52:15,3,11.3821506,47.3094695,2103756,1,8.0,2021-03-15 07:52:15,2103.756
114753100,2021:3:15:7:52:15,3,11.3821507,47.3094697,2103744,1,8.0,2021-03-15 07:52:15,2103.744
114753200,2021:3:15:7:52:15,3,11.3821505,47.3094699,2103705,0,8.0,2021-03-15 07:52:15,2103.705
114753300,2021:3:15:7:52:15,3,11.3821502,47.3094702,2103656,0,8.0,2021-03-15 07:52:15,2103.656
114753400,2021:3:15:7:52:15,3,11.3821502,47.3094704,2103645,0,8.0,2021-03-15 07:52:15,2103.645
114753500,2021:3:15:7:52:15,3,11.38215,47.3094708,2103558,0,8.0,2021-03-15 07:52:15,2103.558
114753600,2021:3:15:7:52:15,3,11.3821498,47.309471,2103532,0,8.0,2021-03-15 07:52:15,2103.532
114753700,2021:3:15:7:52:15,3,11.3821498,47.3094711,2103514,0,8.0,2021-03-15 07:52:15,2103.514
114753800,2021:3:15:7:52:15,3,11.3821496,47.3094714,2103475,0,8.0,2021-03-15 07:52:15,2103.475
114753900,2021:3:15:7:52:15,3,11.3821493,47.3094716,2103430,0,8.0,2021-03-15 07:52:15,2103.43
114754000,2021:3:15:7:52:16,3,11.3821492,47.3094718,2103403,0,8.0,2021-03-15 07:52:16,2103.403
114754100,2021:3:15:7:52:16,3,11.3821491,47.309472,2103370,0,8.0,2021-03-15 07:52:16,2103.37
114754200,2021:3:15:7:52:16,3,11.3821489,47.3094721,2103335,1,8.0,2021-03-15 07:52:16,2103.335
114754300,2021:3:15:7:52:16,3,11.3821486,47.3094724,2103289,1,8.0,2021-03-15 07:52:16,2103.289
114754400,2021:3:15:7:52:16,3,11.3821483,47.3094727,2103252,1,8.0,2021-03-15 07:52:16,2103.252
114754500,2021:3:15:7:52:16,3,11.3821483,47.3094727,2103268,1,8.0,2021-03-15 07:52:16,2103.268
114754600,2021:3:15:7:52:16,3,11.382148,47.3094729,2103216,1,8.0,2021-03-15 07:52:16,2103.216
114754700,2021:3:15:7:52:16,3,11.382148,47.3094732,2103183,1,8.0,2021-03-15 07:52:16,2103.183
114754800,2021:3:15:7:52:16,3,11.3821475,47.3094735,2103119,1,8.0,2021-03-15 07:52:16,2103.119
114754900,2021:3:15:7:52:16,3,11.3821474,47.3094737,2103091,1,8.0,2021-03-15 07:52:16,2103.091
114755000,2021:3:15:7:52:17,3,11.3821473,47.3094737,2103088,1,8.0,2021-03-15 07:52:17,2103.088
114755100,2021:3:15:7:52:17,3,11.3821471,47.3094739,2103049,1,8.0,2021-03-15 07:52:17,2103.049
114755200,2021:3:15:7:52:17,3,11.3821472,47.3094739,2103054,0,8.0,2021-03-15 07:52:17,2103.054
114755300,2021:3:15:7:52:17,3,11.3821469,47.3094741,2103028,0,8.0,2021-03-15 07:52:17,2103.028
114755400,2021:3:15:7:52:17,3,11.3821468,47.3094741,2103007,0,8.0,2021-03-15 07:52:17,2103.007
114755500,2021:3:15:7:52:17,3,11.3821467,47.3094744,2102973,0,8.0,2021-03-15 07:52:17,2102.973
114755600,2021:3:15:7:52:17,3,11.3821466,47.3094743,2102967,0,8.0,2021-03-15 07:52:17,2102.967
114755700,2021:3:15:7:52:17,3,11.3821465,47.3094747,2102924,0,8.0,2021-03-15 07:52:17,2102.924
114755800,2021:3:15:7:52:17,3,11.3821465,47.3094746,2102925,0,8.0,2021-03-15 07:52:17,2102.925
114755900,2021:3:15:7:52:17,3,11.3821462,47.3094748,2102875,0,8.0,2021-03-15 07:52:17,2102.875
114756000,2021:3:15:7:52:18,3,11.3821462,47.309475,2102865,0,8.0,2021-03-15 07:52:18,2102.865
114756100,2021:3:15:7:52:18,3,11.382146,47.309475,2102851,0,8.0,2021-03-15 07:52:18,2102.851
114756200,2021:3:15:7:52:18,3,11.3821459,47.3094751,2102815,1,8.0,2021-03-15 07:52:18,2102.815
114756300,2021:3:15:7:52:18,3,11.382146,47.3094751,2102839,1,8.0,2021-03-15 07:52:18,2102.839
114756400,2021:3:15:7:52:18,3,11.3821457,47.3094753,2102762,1,8.0,2021-03-15 07:52:18,2102.762
114756500,2021:3:15:7:52:18,3,11.3821457,47.3094753,2102787,1,8.0,2021-03-15 07:52:18,2102.787
114756600,2021:3:15:7:52:18,3,11.3821455,47.3094755,2102754,1,8.0,2021-03-15 07:52:18,2102.754
114756700,2021:3:15:7:52:18,3,11.3821456,47.3094756,2102710,1,8.0,2021-03-15 07:52:18,2102.71
114756800,2021:3:15:7:52:18,3,11.3821456,47.3094758,2102685,1,8.0,2021-03-15 07:52:18,2102.685
114756900,2021:3:15:7:52:18,3,11.3821454,47.3094758,2102695,1,8.0,2021-03-15 07:52:18,2102.695
114757000,2021:3:15:7:52:19,3,11.3821454,47.3094759,2102681,1,8.0,2021-03-15 07:52:19,2102.681
114757100,2021:3:15:7:52:19,3,11.3821452,47.309476,2102644,1,8.0,2021-03-15 07:52:19,2102.644
114757200,2021:3:15:7:52:19,3,11.3821452,47.3094763,2102616,0,8.0,2021-03-15 07:52:19,2102.616
114757300,2021:3:15:7:52:19,3,11.3821452,47.3094763,2102577,0,8.0,2021-03-15 07:52:19,2102.577
114757400,2021:3:15:7:52:19,3,11.3821451,47.3094765,2102557,0,8.0,2021-03-15 07:52:19,2102.557
114757500,2021:3:15:7:52:19,3,11.382145,47.3094765,2102568,0,8.0,2021-03-15 07:52:19,2102.568
114757600,2021:3:15:7:52:19,3,11.3821447,47.3094769,2102517,0,8.0,2021-03-15 07:52:19,2102.517
114757700,2021:3:15:7:52:19,3,11.382145,47.3094766,2102526,0,8.0,2021-03-15 07:52:19,2102.526
114757800,2021:3:15:7:52:19,3,11.3821448,47.3094769,2102497,0,8.0,2021-03-15 07:52:19,2102.497
114757900,2021:3:15:7:52:19,3,11.3821446,47.3094772,2102461,0,8.0,2021-03-15 07:52:19,2102.461
114758000,2021:3:15:7:52:20,3,11.3821447,47.3094772,2102449,0,8.0,2021-03-15 07:52:20,2102.449
114758100,2021:3:15:7:52:20,3,11.3821446,47.3094774,2102432,0,8.0,2021-03-15 07:52:20,2102.432
114758200,2021:3:15:7:52:20,3,11.3821444,47.3094775,2102388,1,8.0,2021-03-15 07:52:20,2102.388
114758300,2021:3:15:7:52:20,3,11.3821444,47.3094778,2102361,1,8.0,2021-03-15 07:52:20,2102.361
114758400,2021:3:15:7:52:20,3,11.3821442,47.3094779,2102325,1,8.0,2021-03-15 07:52:20,2102.325
114758500,2021:3:15:7:52:20,3,11.3821442,47.309478,2102318,1,8.0,2021-03-15 07:52:20,2102.318
114758600,2021:3:15:7:52:20,3,11.3821441,47.3094781,2102302,1,8.0,2021-03-15 07:52:20,2102.302
114758700,2021:3:15:7:52:20,3,11.3821439,47.3094785,2102242,1,8.0,2021-03-15 07:52:20,2102.242
114758800,2021:3:15:7:52:20,3,11.3821438,47.3094784,2102226,1,8.0,2021-03-15 07:52:20,2102.226
114758900,2021:3:15:7:52:20,3,11.3821438,47.3094785,2102232,1,8.0,2021-03-15 07:52:20,2102.232
114759000,2021:3:15:7:52:21,3,11.3821438,47.3094786,2102188,1,8.0,2021-03-15 07:52:21,2102.188
114759100,2021:3:15:7:52:21,3,11.3821436,47.3094788,2102159,1,8.0,2021-03-15 07:52:21,2102.159
114759200,2021:3:15:7:52:21,3,11.3821436,47.3094789,2102145,0,8.0,2021-03-15 07:52:21,2102.145
114759300,2021:3:15:7:52:21,3,11.3821435,47.3094789,2102136,0,8.0,2021-03-15 07:52:21,2102.136
114759400,2021:3:15:7:52:21,3,11.3821435,47.3094791,2102099,0,8.0,2021-03-15 07:52:21,2102.099
114759500,2021:3:15:7:52:21,3,11.3821434,47.3094792,2102080,0,8.0,2021-03-15 07:52:21,2102.08
114759600,2021:3:15:7:52:21,3,11.3821433,47.3094792,2102062,0,8.0,2021-03-15 07:52:21,2102.062
114759700,2021:3:15:7:52:21,3,11.3821434,47.3094792,2102083,0,8.0,2021-03-15 07:52:21,2102.083
114759800,2021:3:15:7:52:21,3,11.3821433,47.3094794,2102058,0,8.0,2021-03-15 07:52:21,2102.058
114759900,2021:3:15:7:52:21,3,11.3821432,47.3094794,2102048,0,8.0,2021-03-15 07:52:21,2102.048
114760000,2021:3:15:7:52:22,3,11.3821432,47.3094793,2102038,0,8.0,2021-03-15 07:52:22,2102.038
114760100,2021:3:15:7:52:22,3,11.3821431,47.3094795,2101998,0,8.0,2021-03-15 07:52:22,2101.998
114760200,2021:3:15:7:52:22,3,11.382143,47.3094795,2102008,1,8.0,2021-03-15 07:52:22,2102.008
114760300,2021:3:15:7:52:22,3,11.3821429,47.3094796,2101977,1,8.0,2021-03-15 07:52:22,2101.977
114760400,2021:3:15:7:52:22,3,11.3821428,47.3094797,2101968,1,8.0,2021-03-15 07:52:22,2101.968
114760500,2021:3:15:7:52:22,3,11.3821427,47.3094799,2101940,1,8.0,2021-03-15 07:52:22,2101.94
114760600,2021:3:15:7:52:22,3,11.3821426,47.3094799,2101937,1,8.0,2021-03-15 07:52:22,2101.937
114760700,2021:3:15:7:52:22,3,11.3821427,47.30948,2101907,1,8.0,2021-03-15 07:52:22,2101.907
114760800,2021:3:15:7:52:22,3,11.3821425,47.3094801,2101901,1,8.0,2021-03-15 07:52:22,2101.901
114760900,2021:3:15:7:52:22,3,11.3821425,47.3094801,2101893,1,8.0,2021-03-15 07:52:22,2101.893
114761000,2021:3:15:7:52:23,3,11.3821425,47.30948,2101896,1,8.0,2021-03-15 07:52:23,2101.896
114761100,2021:3:15:7:52:23,3,11.3821424,47.3094803,2101867,1,8.0,2021-03-15 07:52:23,2101.867
114761200,2021:3:15:7:52:23,3,11.3821422,47.3094802,2101868,0,8.0,2021-03-15 07:52:23,2101.868
114761300,2021:3:15:7:52:23,3,11.3821421,47.3094805,2101828,0,8.0,2021-03-15 07:52:23,2101.828
114761400,2021:3:15:7:52:23,3,11.3821421,47.3094805,2101808,0,8.0,2021-03-15 07:52:23,2101.808
114761500,2021:3:15:7:52:23,3,11.3821419,47.3094807,2101784,0,8.0,2021-03-15 07:52:23,2101.784
114761600,2021:3:15:7:52:23,3,11.3821421,47.3094806,2101816,0,8.0,2021-03-15 07:52:23,2101.816
114761700,2021:3:15:7:52:23,3,11.3821417,47.3094808,2101757,0,8.0,2021-03-15 07:52:23,2101.757
114761800,2021:3:15:7:52:23,3,11.3821418,47.3094809,2101772,0,8.0,2021-03-15 07:52:23,2101.772
114761900,2021:3:15:7:52:23,3,11.3821416,47.3094809,2101760,0,8.0,2021-03-15 07:52:23,2101.76
114762000,2021:3:15:7:52:24,3,11.3821416,47.3094809,2101752,0,8.0,2021-03-15 07:52:24,2101.752
114762100,2021:3:15:7:52:24,3,11.3821416,47.3094811,2101740,0,8.0,2021-03-15 07:52:24,2101.74
114762200,2021:3:15:7:52:24,3,11.3821416,47.309481,2101759,1,8.0,2021-03-15 07:52:24,2101.759
114762300,2021:3:15:7:52:24,3,11.3821414,47.3094811,2101736,1,8.0,2021-03-15 07:52:24,2101.736
114762400,2021:3:15:7:52:24,3,11.3821414,47.3094811,2101738,1,8.0,2021-03-15 07:52:24,2101.738
114762500,2021:3:15:7:52:24,3,11.3821414,47.3094811,2101735,1,8.0,2021-03-15 07:52:24,2101.735
114762600,2021:3:15:7:52:24,3,11.3821413,47.3094812,2101728,1,8.0,2021-03-15 07:52:24,2101.728
114762700,2021:3:15:7:52:24,3,11.3821413,47.3094811,2101735,1,8.0,2021-03-15 07:52:24,2101.735
114762800,2021:3:15:7:52:24,3,11.3821412,47.3094812,2101719,1,8.0,2021-03-15 07:52:24,2101.719
114762900,2021:3:15:7:52:24,3,11.3821411,47.3094812,2101738,1,8.0,2021-03-15 07:52:24,2101.738
114763000,2021:3:15:7:52:25,3,11.3821411,47.3094813,2101725,1,8.0,2021-03-15 07:52:25,2101.725
114763100,2021:3:15:7:52:25,3,11.3821411,47.3094813,2101731,1,8.0,2021-03-15 07:52:25,2101.731
114763200,2021:3:15:7:52:25,3,11.3821411,47.3094811,2101743,0,8.0,2021-03-15 07:52:25,2101.743
114763300,2021:3:15:7:52:25,3,11.3821409,47.3094814,2101701,0,8.0,2021-03-15 07:52:25,2101.701
114763400,2021:3:15:7:52:25,3,11.3821409,47.3094814,2101710,0,8.0,2021-03-15 07:52:25,2101.71
114763500,2021:3:15:7:52:25,3,11.3821407,47.3094814,2101705,0,8.0,2021-03-15 07:52:25,2101.705
114763600,2021:3:15:7:52:25,3,11.3821408,47.3094813,2101721,0,8.0,2021-03-15 07:52:25,2101.721
114763700,2021:3:15:7:52:25,3,11.3821407,47.3094813,2101726,0,8.0,2021-03-15 07:52:25,2101.726
114763800,2021:3:15:7:52:25,3,11.3821407,47.3094814,2101737,0,8.0,2021-03-15 07:52:25,2101.737
114763900,2021:3:15:7:52:25,3,11.3821407,47.3094812,2101746,0,8.0,2021-03-15 07:52:25,2101.746
114764000,2021:3:15:7:52:26,3,11.3821405,47.3094813,2101720,0,8.0,2021-03-15 07:52:26,2101.72
114764100,2021:3:15:7:52:26,3,11.3821406,47.3094814,2101736,0,8.0,2021-03-15 07:52:26,2101.736
114764200,2021:3:15:7:52:26,3,11.3821405,47.3094815,2101710,1,8.0,2021-03-15 07:52:26,2101.71
114764300,2021:3:15:7:52:26,3,11.3821404,47.3094812,2101751,1,8.0,2021-03-15 07:52:26,2101.751
114764400,2021:3:15:7:52:26,3,11.3821405,47.3094814,2101742,1,8.0,2021-03-15 07:52:26,2101.742
114764500,2021:3:15:7:52:26,3,11.3821403,47.3094814,2101733,1,8.0,2021-03-15 07:52:26,2101.733
114764600,2021:3:15:7:52:26,3,11.3821403,47.3094815,2101740,1,8.0,2021-03-15 07:52:26,2101.74
114764700,2021:3:15:7:52:26,3,11.3821401,47.3094814,2101736,1,8.0,2021-03-15 07:52:26,2101.736
114764800,2021:3:15:7:52:26,3,11.3821401,47.3094814,2101774,1,8.0,2021-03-15 07:52:26,2101.774
114764900,2021:3:15:7:52:26,3,11.38214,47.3094814,2101744,1,8.0,2021-03-15 07:52:26,2101.744
114765000,2021:3:15:7:52:27,3,11.38214,47.3094814,2101739,1,8.0,2021-03-15 07:52:27,2101.739
114765100,2021:3:15:7:52:27,3,11.3821399,47.3094816,2101728,1,8.0,2021-03-15 07:52:27,2101.728
114765200,2021:3:15:7:52:27,3,11.3821399,47.3094814,2101747,0,8.0,2021-03-15 07:52:27,2101.747
114765300,2021:3:15:7:52:27,3,11.38214,47.3094816,2101741,0,8.0,2021-03-15 07:52:27,2101.741
114765400,2021:3:15:7:52:27,3,11.3821398,47.3094817,2101715,0,8.0,2021-03-15 07:52:27,2101.715
114765500,2021:3:15:7:52:27,3,11.3821399,47.3094815,2101753,0,8.0,2021-03-15 07:52:27,2101.753
114765600,2021:3:15:7:52:27,3,11.3821397,47.3094816,2101725,0,8.0,2021-03-15 07:52:27,2101.725
114765700,2021:3:15:7:52:27,3,11.3821397,47.3094817,2101714,0,8.0,2021-03-15 07:52:27,2101.714
114765800,2021:3:15:7:52:27,3,11.3821396,47.3094816,2101708,0,8.0,2021-03-15 07:52:27,2101.708
114765900,2021:3:15:7:52:27,3,11.3821397,47.3094815,2101715,0,8.06,2021-03-15 07:52:27,2101.715
114766000,2021:3:15:7:52:28,3,11.3821394,47.3094816,2101689,0,8.06,2021-03-15 07:52:28,2101.689
114766100,2021:3:15:7:52:28,3,11.3821394,47.3094817,2101675,0,8.06,2021-03-15 07:52:28,2101.675
114766200,2021:3:15:7:52:28,3,11.3821396,47.3094816,2101715,1,8.06,2021-03-15 07:52:28,2101.715
114766300,2021:3:15:7:52:28,3,11.3821395,47.3094816,2101691,1,8.06,2021-03-15 07:52:28,2101.691
114766400,2021:3:15:7:52:28,3,11.3821395,47.3094817,2101690,1,8.06,2021-03-15 07:52:28,2101.69
114766500,2021:3:15:7:52:28,3,11.3821394,47.3094814,2101710,1,8.06,2021-03-15 07:52:28,2101.71
114766600,2021:3:15:7:52:28,3,11.3821395,47.3094817,2101678,1,8.06,2021-03-15 07:52:28,2101.678
114766700,2021:3:15:7:52:28,3,11.3821395,47.3094817,2101683,1,8.0,2021-03-15 07:52:28,2101.683
114766800,2021:3:15:7:52:28,3,11.3821396,47.3094816,2101708,1,8.0,2021-03-15 07:52:28,2101.708
114766900,2021:3:15:7:52:28,3,11.3821396,47.3094816,2101704,1,8.0,2021-03-15 07:52:28,2101.704
114767000,2021:3:15:7:52:29,3,11.3821397,47.3094816,2101702,1,8.0,2021-03-15 07:52:29,2101.702
114767100,2021:3:15:7:52:29,3,11.3821397,47.3094816,2101704,1,8.0,2021-03-15 07:52:29,2101.704
114767200,2021:3:15:7:52:29,3,11.3821397,47.3094816,2101706,0,8.0,2021-03-15 07:52:29,2101.706
114767300,2021:3:15:7:52:29,3,11.3821397,47.3094816,2101706,0,8.0,2021-03-15 07:52:29,2101.706
114767400,2021:3:15:7:52:29,3,11.3821398,47.3094817,2101704,0,8.0,2021-03-15 07:52:29,2101.704
114767500,2021:3:15:7:52:29,3,11.3821397,47.3094817,2101679,0,8.0,2021-03-15 07:52:29,2101.679
114767600,2021:3:15:7:52:29,3,11.3821397,47.3094819,2101666,0,8.0,2021-03-15 07:52:29,2101.666
114767700,2021:3:15:7:52:29,3,11.3821397,47.3094818,2101687,0,8.0,2021-03-15 07:52:29,2101.687
114767800,2021:3:15:7:52:29,3,11.3821397,47.3094819,2101694,0,8.0,2021-03-15 07:52:29,2101.694
114767900,2021:3:15:7:52:29,3,11.3821398,47.3094819,2101686,0,8.0,2021-03-15 07:52:29,2101.686
114768000,2021:3:15:7:52:30,3,11.3821396,47.309482,2101692,0,8.0,2021-03-15 07:52:30,2101.692
114768100,2021:3:15:7:52:30,3,11.3821396,47.3094822,2101649,0,8.0,2021-03-15 07:52:30,2101.649
114768200,2021:3:15:7:52:30,3,11.3821398,47.3094821,2101681,1,8.0,2021-03-15 07:52:30,2101.681
114768300,2021:3:15:7:52:30,3,11.3821395,47.3094823,2101652,1,8.0,2021-03-15 07:52:30,2101.652
114768400,2021:3:15:7:52:30,3,11.3821395,47.3094823,2101662,1,8.0,2021-03-15 07:52:30,2101.662
114768500,2021:3:15:7:52:30,3,11.3821396,47.3094824,2101669,1,8.0,2021-03-15 07:52:30,2101.669
114768600,2021:3:15:7:52:30,3,11.3821397,47.3094824,2101689,1,8.0,2021-03-15 07:52:30,2101.689
114768700,2021:3:15:7:52:30,3,11.3821396,47.3094825,2101666,1,8.0,2021-03-15 07:52:30,2101.666
114768800,2021:3:15:7:52:30,3,11.3821396,47.3094826,2101648,1,8.0,2021-03-15 07:52:30,2101.648
114768900,2021:3:15:7:52:30,3,11.3821394,47.3094829,2101615,1,8.0,2021-03-15 07:52:30,2101.615
114769000,2021:3:15:7:52:31,3,11.3821394,47.3094829,2101612,1,8.0,2021-03-15 07:52:31,2101.612
114769100,2021:3:15:7:52:31,3,11.3821394,47.3094829,2101644,1,8.0,2021-03-15 07:52:31,2101.644
114769200,2021:3:15:7:52:31,3,11.3821394,47.309483,2101630,0,8.0,2021-03-15 07:52:31,2101.63
114769300,2021:3:15:7:52:31,3,11.3821395,47.3094831,2101629,0,8.0,2021-03-15 07:52:31,2101.629
114769400,2021:3:15:7:52:31,3,11.3821394,47.3094831,2101631,0,8.0,2021-03-15 07:52:31,2101.631
114769500,2021:3:15:7:52:31,3,11.3821396,47.3094831,2101653,0,8.0,2021-03-15 07:52:31,2101.653
114769600,2021:3:15:7:52:31,3,11.3821395,47.3094833,2101645,0,8.0,2021-03-15 07:52:31,2101.645
114769700,2021:3:15:7:52:31,3,11.3821395,47.3094832,2101649,0,8.0,2021-03-15 07:52:31,2101.649
114769800,2021:3:15:7:52:31,3,11.3821394,47.3094835,2101620,0,8.0,2021-03-15 07:52:31,2101.62
114769900,2021:3:15:7:52:31,3,11.3821394,47.3094835,2101616,0,8.0,2021-03-15 07:52:31,2101.616
114770000,2021:3:15:7:52:32,3,11.3821395,47.3094836,2101632,0,8.0,2021-03-15 07:52:32,2101.632
114770100,2021:3:15:7:52:32,3,11.3821395,47.3094837,2101618,0,8.0,2021-03-15 07:52:32,2101.618
114770200,2021:3:15:7:52:32,3,11.3821395,47.3094838,2101594,1,8.0,2021-03-15 07:52:32,2101.594
114770300,2021:3:15:7:52:32,3,11.3821394,47.3094838,2101581,1,8.0,2021-03-15 07:52:32,2101.581
114770400,2021:3:15:7:52:32,3,11.3821395,47.3094838,2101608,1,8.0,2021-03-15 07:52:32,2101.608
